Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology
7,312,5003,3,848,247,11,5,1,0,25,1692,5
7,312,2781,3,912,221,11,5,0,0,26,1727,5
7,312,1801,3,1002,232,13,5,0,0,31,1760,5
7,312,545,3,1074,155,10,5,0,0,16,1790,5
7,312,6237,4,1148,168,12,5,0,0,19,1772,5
7,312,11679,4,1250,227,14,4,0,-1,13,1767,5
7,312,750,2,1328,210,11,5,0,0,23,1789,5
7,312,709,2,1408,131,11,5,0,0,23,1782,5
9,311,7759,4,1517,183,7,5,0,0,16,1745,5
9,311,6774,4,1599,318,11,4,0,0,18,1751,5
9,311,4130,3,1682,280,7,5,0,0,18,1785,5
6,311,1093,2,1794,328,7,5,0,1,26,1821,5
7,311,3807,3,1878,341,8,4,0,0,24,1829,5
7,311,1671,3,1963,299,7,4,2,0,28,1843,5
7,311,1605,3,2077,334,7,4,0,0,26,1903,5
7,311,1600,3,2163,357,7,4,0,-2,12,1893,5
7,311,1348,2,2248,99,7,5,0,-1,30,1869,5
6,311,1673,3,2362,121,7,5,0,0,24,1827,5
9,310,742,2,2447,111,5,5,0,1,20,1796,5
9,310,641,3,2533,83,7,5,0,0,13,1767,5
7,310,1730,3,2646,213,9,4,0,0,19,1767,5
7,310,1587,3,2732,198,9,5,0,0,19,1781,5
7,310,3860,4,2817,213,9,5,0,0,17,1790,5
7,310,1482,4,2931,110,13,5,0,0,14,1782,5
7,310,4550,3,3017,222,10,4,0,0,20,1781,5
7,310,2769,3,3103,233,9,4,0,0,18,1807,5
7,310,603,3,3218,189,10,5,0,0,13,1826,5
7,315,409,3,1100,205,9,5,0,0,15,1672,7
7,315,95,4,982,78,10,5,0,0,8,1680,7
7,315,584,4,894,45,14,4,0,0,10,1649,7
7,315,2322,4,807,196,11,4,0,0,12,1648,7
7,315,4957,4,692,215,9,4,0,0,18,1663,7
7,315,2609,3,607,208,10,4,0,0,25,1688,6
7,315,3029,3,523,223,10,4,-1,1,34,1720,6
7,314,2027,3,416,225,10,4,0,0,25,1740,6
7,314,269,3,342,169,13,4,-1,0,12,1761,6
7,314,417,2,276,61,10,4,0,0,34,1738,6
7,314,2745,2,189,51,11,4,0,1,37,1672,6
7,314,1934,3,108,40,12,4,0,0,16,1633,6
7,314,4712,4,42,180,8,5,0,0,2,1623,6
7,314,1785,5,30,183,12,5,0,0,8,1623,6
7,314,499,4,67,192,12,5,0,0,6,1625,6
7,314,705,4,108,181,12,5,0,0,11,1629,6
7,314,5758,5,120,216,11,5,0,0,6,1625,6
7,313,1583,4,120,185,11,5,0,0,12,1625,6
7,313,952,3,150,181,11,5,0,0,17,1633,6
7,313,8346,4,216,208,9,5,0,0,8,1616,6
7,313,526,4,276,229,12,5,0,0,7,1625,5
7,313,1102,3,324,229,11,5,0,0,16,1642,5
7,313,127,4,375,150,11,5,0,0,14,1656,5
7,313,5909,4,416,119,11,5,1,0,10,1639,5
7,313,1608,4,456,180,12,5,0,0,8,1640,5
7,313,1889,4,510,193,5,2,0,0,10,1634,5
7,313,1179,3,558,218,9,5,0,0,11,1647,5
7,312,1412,3,615,207,9,5,0,0,16,1661,5
7,312,10288,4,700,243,12,4,0,0,3,1663,5
7,312,433,4,764,219,9,5,0,0,3,1672,5
7,312,3059,3,834,212,10,5,0,0,18,1688,5
7,312,3671,3,931,224,10,5,0,0,25,1720,5
7,312,372,2,1008,196,10,4,0,1,15,1758,5
7,312,361,3,1087,126,12,5,0,0,9,1750,5
7,312,19056,4,1194,188,11,5,1,0,16,1725,5
7,312,1624,3,1276,182,10,4,0,0,21,1736,5
7,311,1742,3,1359,208,12,5,0,0,10,1742,5
7,311,2297,3,1471,340,14,4,1,0,25,1749,5
7,311,2270,2,1555,308,10,4,0,0,31,1788,5
7,311,3488,3,1641,321,9,4,0,0,36,1813,5
7,311,3338,3,1755,323,10,4,-1,1,29,1873,5
7,311,1623,2,1840,346,10,4,0,0,37,1892,5
7,311,1410,2,1925,336,11,4,-1,-1,30,1905,5
7,311,1796,3,2040,258,9,5,-2,0,25,1922,5
7,311,1129,2,2125,131,7,5,0,0,34,1915,5
7,311,1518,2,2210,123,6,5,0,1,29,1871,5
7,310,769,2,2324,62,6,5,0,0,20,1822,5
9,310,1652,3,2409,52,6,5,0,0,18,1780,5
9,310,8706,4,2495,108,6,2,0,-1,11,1756,5
7,310,9375,4,2609,144,9,5,0,0,11,1737,5
7,310,3294,4,2695,189,7,5,0,0,17,1738,5
7,310,5878,4,2781,211,6,5,0,0,26,1745,5
7,310,514,3,2896,181,10,5,-1,1,6,1786,5
7,310,20910,5,2983,125,10,5,0,0,14,1758,5
7,310,2564,3,3070,225,10,4,0,0,21,1772,5
7,310,760,3,3186,178,10,5,0,0,10,1802,5
7,309,1507,4,3274,170,10,5,0,0,12,1794,5
7,315,461,3,1207,90,6,5,0,0,11,1672,7
7,315,3729,4,1120,90,5,5,0,0,7,1651,7
7,315,736,3,1005,210,6,5,0,0,21,1664,7
7,315,879,3,920,25,9,5,-1,0,9,1667,7
7,315,1373,4,835,18,15,4,0,0,22,1655,7
7,315,9343,4,724,197,10,4,0,0,7,1642,7
7,315,2786,3,644,215,10,5,0,0,20,1654,7
7,314,2830,3,566,244,10,4,0,0,29,1679,6
7,314,1881,3,468,227,8,5,0,0,15,1718,6
7,314,1894,3,403,201,9,5,0,-1,15,1720,6
7,314,421,3,335,207,10,4,-1,0,14,1751,6
7,314,1751,2,234,56,13,4,0,0,39,1717,6
7,314,2460,2,169,54,13,4,0,0,29,1665,6
7,314,2735,3,108,35,16,4,0,0,14,1639,6
7,314,790,4,30,81,14,4,0,0,6,1618,6
7,314,307,4,0,205,12,4,0,0,10,1618,6
7,314,867,4,30,198,12,4,0,0,1,1618,6
7,313,217,5,30,178,13,4,0,0,6,1619,6
7,313,2876,4,30,158,12,5,0,0,5,1608,6
7,313,745,3,84,188,13,5,0,0,6,1614,6
7,313,333,5,150,242,10,4,0,0,8,1616,6
7,313,437,4,201,195,13,5,0,0,8,1617,6
7,313,1278,4,247,234,13,5,1,0,17,1620,5
7,313,321,3,295,144,11,5,0,0,15,1634,5
7,313,4949,4,335,198,11,5,0,0,8,1627,5
7,313,377,5,375,15,12,5,0,0,2,1634,5
7,313,1824,4,432,153,5,5,0,0,5,1622,5
7,312,1306,3,488,206,10,5,0,0,12,1631,5
7,312,3200,4,551,207,5,5,0,0,8,1639,5
7,312,794,4,637,202,9,5,0,0,12,1664,5
7,312,1435,4,708,167,10,5,0,0,7,1660,5
7,312,4989,4,782,324,12,4,0,0,10,1671,5
7,312,2203,3,885,204,8,4,0,0,18,1686,5
7,312,1157,3,966,213,10,5,0,0,28,1723,5
7,312,632,3,1047,177,11,5,0,0,14,1733,5
7,312,18921,4,1158,216,11,5,0,0,9,1710,5
7,312,6848,3,1243,331,13,4,0,0,16,1733,5
7,311,4363,3,1328,300,14,4,3,-3,41,1746,5
7,311,1489,2,1442,338,13,4,0,0,31,1802,5
7,311,2979,2,1527,332,10,4,-4,0,34,1849,5
7,311,1773,3,1612,303,14,4,0,0,21,1862,5
7,311,226,3,1727,226,10,4,0,0,12,1885,5
7,311,246,3,1812,217,10,5,0,0,23,1910,5
7,311,30,5,1897,199,9,5,0,0,11,1921,5
7,311,229,3,2011,126,8,5,0,0,31,1905,5
7,311,2498,2,2096,138,6,5,0,0,32,1861,5
7,310,3272,2,2181,138,7,5,0,0,27,1820,5
7,310,946,2,2296,167,7,5,0,0,26,1803,5
9,310,605,2,2382,136,7,5,0,0,23,1776,5
9,310,589,2,2468,153,5,5,0,0,20,1751,5
7,310,4837,4,2583,100,7,5,0,0,8,1733,5
7,310,32228,5,2670,135,9,5,0,0,6,1716,5
7,310,3324,4,2757,221,7,5,0,-1,19,1716,5
7,310,783,2,2874,215,11,4,0,0,14,1760,5
7,310,14676,4,2961,80,11,5,0,1,18,1757,5
7,310,3279,4,3049,230,8,5,0,0,19,1751,5
7,309,702,3,3166,218,8,4,0,0,12,1789,5
7,309,2317,4,3245,95,10,5,0,0,7,1779,5
7,309,982,4,3309,204,10,5,0,0,10,1777,5
7,316,2363,3,1318,57,5,2,0,0,24,1702,7
7,315,1382,3,1233,43,8,5,0,0,14,1682,7
7,315,2511,3,1148,60,7,5,0,0,17,1656,7
7,315,3423,4,1036,150,8,5,0,0,4,1640,7
7,315,900,3,953,208,9,5,0,0,18,1651,7
7,315,784,3,872,231,9,5,0,0,14,1669,7
7,315,655,2,766,45,12,4,0,0,25,1651,7
7,315,3695,4,690,165,10,5,0,0,7,1635,7
7,314,3788,3,618,228,10,4,1,0,32,1650,7
7,314,3463,3,530,218,9,5,0,0,27,1685,6
7,314,1301,3,457,228,9,4,0,0,15,1704,6
7,314,1537,3,384,223,9,5,0,0,17,1723,6
7,314,217,3,296,56,9,4,-1,0,11,1746,6
7,314,2143,2,234,55,7,4,0,0,26,1693,6
7,314,2957,3,169,36,13,4,0,0,23,1660,6
7,314,1912,3,108,50,15,4,0,0,16,1630,6
7,314,4177,4,67,37,11,4,0,0,10,1611,6
7,314,6449,4,60,216,10,5,0,0,2,1607,6
7,313,448,5,60,162,9,5,0,0,6,1605,6
7,313,1708,5,30,156,9,5,0,0,5,1601,6
7,313,961,5,0,189,9,5,0,0,6,1602,6
7,313,958,4,84,190,12,4,0,0,6,1602,6
7,313,120,4,127,214,11,5,0,0,3,1609,6
7,313,1428,4,161,218,12,5,0,0,11,1607,6
7,313,1868,4,216,202,9,5,0,0,8,1614,5
7,313,555,4,256,255,12,4,0,0,11,1624,5
7,313,94,5,295,194,12,4,0,0,4,1635,5
7,312,573,4,361,109,10,5,0,0,10,1619,5
7,312,5053,4,424,265,6,2,0,0,8,1622,5
7,312,2324,4,488,180,9,5,0,0,5,1629,5
7,312,1255,4,582,186,6,5,0,0,17,1635,5
7,312,5282,4,658,227,11,5,0,0,16,1644,5
7,312,1213,2,737,256,11,4,-1,0,29,1688,5
7,312,358,3,846,111,9,5,0,0,11,1680,5
7,312,1914,3,930,229,9,5,0,0,28,1688,5
7,312,1376,3,1015,191,10,4,0,0,20,1698,5
7,312,777,4,1129,277,11,4,0,0,15,1707,5
7,311,2408,3,1214,298,12,4,0,-1,21,1735,5
7,311,1708,2,1299,271,12,4,0,0,26,1782,5
7,311,564,3,1413,189,11,5,0,0,21,1817,5
7,311,1403,3,1499,207,10,5,0,0,24,1827,5
7,311,1136,2,1584,180,11,5,0,0,29,1843,5
7,311,3213,3,1698,199,9,5,0,-1,34,1842,5
7,311,2799,3,1783,236,9,5,0,0,23,1874,5
7,311,182,3,1868,261,10,4,1,0,13,1898,5
7,311,1141,2,1982,119,7,5,0,0,33,1878,5
7,311,2180,3,2068,121,7,5,0,0,27,1838,5
7,310,3235,3,2155,125,7,5,0,-1,25,1784,5
9,310,2528,3,2270,137,8,5,0,0,14,1766,5
9,310,2747,3,2357,128,6,5,0,0,22,1746,5
9,310,1779,3,2444,118,6,5,0,0,11,1725,5
9,310,1729,3,2561,182,6,5,0,0,15,1716,5
9,310,6705,4,2648,136,7,5,0,0,14,1706,5
9,310,28243,5,2736,225,8,5,0,0,12,1702,5
9,310,849,3,2853,210,10,4,0,0,15,1745,5
9,310,562,3,2941,130,11,4,0,0,20,1746,5
7,310,35378,5,3030,245,9,4,0,0,18,1738,5
7,309,454,3,3118,204,8,5,0,0,15,1765,5
7,309,829,3,3181,176,9,5,0,0,16,1768,5
7,309,1359,4,3245,169,11,5,0,0,9,1765,5
7,316,1027,3,1209,206,9,5,0,0,19,1759,4
7,315,254,3,1298,49,8,4,0,0,27,1753,7
7,315,1868,3,1276,65,5,2,0,0,24,1710,7
7,315,2019,3,1194,82,7,5,-1,0,25,1681,7
7,315,3280,3,1087,45,8,5,0,0,11,1641,7
7,315,715,5,1008,70,10,5,0,0,7,1632,7
7,315,1306,4,931,211,11,5,0,0,16,1634,7
7,315,778,2,834,169,9,5,0,1,16,1652,7
7,314,679,4,764,108,10,5,0,0,15,1631,7
7,314,5838,4,699,259,10,4,0,0,15,1627,7
7,314,829,3,600,203,10,5,0,0,15,1663,7
7,314,2839,3,530,199,10,4,0,0,20,1675,6
7,314,1446,3,466,204,9,5,0,0,21,1692,6
7,314,1525,3,381,211,9,5,0,0,22,1710,6
7,314,15,5,318,225,10,4,-1,0,3,1742,6
7,314,1138,2,268,43,15,4,0,0,34,1713,6
7,314,3097,3,216,47,12,4,0,0,25,1659,6
7,314,1614,3,182,19,10,4,0,0,15,1645,6
7,313,1502,3,180,38,12,5,0,0,14,1629,6
7,313,607,3,169,35,11,4,0,0,10,1619,6
7,313,907,4,123,42,12,5,0,0,8,1607,6
7,313,295,5,67,0,14,5,0,0,5,1611,6
7,313,2304,4,0,38,12,4,0,0,8,1591,6
7,313,11411,5,30,176,9,5,0,0,4,1587,6
7,313,3634,5,60,220,13,5,0,0,12,1594,6
7,313,6928,5,108,259,11,5,0,0,10,1604,6
7,313,310,3,150,263,12,4,0,0,13,1624,5
7,313,251,3,192,164,11,5,0,0,10,1627,5
7,312,555,4,276,104,11,5,0,0,7,1611,5
7,312,175,4,342,280,11,4,0,0,7,1629,5
7,312,173,5,416,130,12,5,0,0,9,1625,5
7,312,17067,5,523,260,10,5,0,0,6,1615,5
7,312,728,3,607,252,4,5,0,0,8,1633,5
7,312,2209,3,692,265,7,2,-1,0,19,1665,5
7,312,460,3,807,133,9,5,0,0,16,1661,5
7,312,9801,4,891,182,9,5,0,-1,14,1643,5
7,312,2711,3,977,207,11,5,0,0,19,1658,5
7,311,1976,3,1092,248,10,4,1,0,35,1699,5
7,311,1027,3,1176,206,11,5,0,0,22,1738,5
7,311,1716,3,1261,181,9,5,0,0,15,1750,5
7,311,1909,3,1376,189,10,5,0,0,20,1764,5
7,311,2835,3,1461,197,11,4,0,0,22,1769,5
7,311,2076,3,1546,193,9,5,0,0,18,1777,5
7,311,8381,4,1660,286,9,4,0,0,23,1808,5
7,311,1353,3,1747,289,8,4,-1,0,25,1881,5
7,311,131,3,1833,49,11,4,0,0,4,1898,5
7,311,4692,3,1950,108,7,5,0,0,29,1834,5
7,310,8192,3,2037,129,5,5,0,0,34,1787,5
7,310,5577,3,2124,141,6,5,1,-1,21,1745,5
9,310,6306,3,2241,167,8,5,0,0,18,1737,5
9,310,700,3,2329,152,9,5,0,1,17,1732,5
9,310,719,3,2418,112,6,5,0,0,11,1709,5
9,310,571,4,2535,91,7,5,0,0,15,1696,5
9,310,5960,4,2624,186,6,5,0,0,9,1683,5
9,310,24671,5,2712,203,9,5,0,0,10,1680,5
9,310,876,3,2821,195,9,5,0,0,16,1718,5
9,310,10668,4,2884,151,8,5,0,0,13,1714,5
7,309,999,5,2948,230,8,5,0,0,10,1727,5
7,309,928,3,3033,172,9,5,0,0,16,1731,5
7,309,10474,4,3097,263,11,4,0,0,12,1739,5
7,309,451,4,3160,248,9,4,0,0,11,1762,5
7,309,630,3,3245,208,10,5,0,0,13,1782,5
7,316,851,3,1082,173,10,5,0,0,11,1717,4
7,316,1386,3,1148,217,11,5,0,0,19,1726,4
7,315,714,3,1242,226,8,5,-1,0,17,1755,7
7,315,1479,3,1314,53,6,2,0,0,23,1737,7
7,315,2038,3,1235,62,6,4,0,0,30,1702,7
7,315,1405,3,1132,70,7,5,0,0,14,1659,7
7,315,1553,4,1056,62,7,5,0,0,14,1637,7
7,315,1621,5,984,90,9,5,0,0,3,1624,7
7,314,866,3,891,196,9,5,0,0,12,1621,7
7,314,373,4,823,340,14,4,1,0,7,1622,7
7,314,1809,4,750,315,14,4,0,0,26,1642,7
7,314,308,3,657,62,9,5,0,0,9,1652,7
7,314,3470,3,593,220,12,5,0,0,13,1649,7
7,314,1907,3,530,217,9,5,0,0,18,1663,6
7,314,1756,3,445,218,9,4,0,0,19,1686,6
7,314,994,2,391,233,9,4,0,0,32,1721,6
7,314,35,4,349,286,11,4,0,1,4,1747,6
7,314,2285,2,295,54,9,4,1,0,41,1689,6
7,314,1737,3,271,38,13,4,0,0,18,1665,6
7,313,1320,3,270,56,13,4,0,0,14,1646,6
7,313,679,3,241,67,11,5,0,0,8,1625,6
7,313,979,4,192,74,11,5,0,0,5,1615,6
7,313,717,4,134,357,6,4,0,0,5,1614,6
7,313,1078,3,67,34,13,4,0,1,21,1620,6
7,313,426,5,42,77,14,4,0,0,8,1594,6
7,313,17379,5,0,74,13,4,0,0,3,1582,6
7,313,3237,4,30,249,10,4,0,0,17,1600,6
7,313,685,3,67,195,11,5,0,0,10,1606,5
7,313,613,3,127,180,11,5,0,0,10,1612,5
7,312,538,4,216,168,11,5,0,0,4,1602,5
7,312,263,3,295,209,11,4,0,0,13,1619,5
7,312,465,4,379,135,10,5,0,0,10,1611,5
7,312,5154,4,494,237,9,5,0,0,12,1614,5
7,312,514,3,579,234,5,2,0,0,13,1629,5
7,312,675,3,664,188,10,5,0,0,15,1649,5
7,312,1071,3,778,153,10,5,0,0,17,1634,5
7,312,10526,4,863,251,10,5,0,-1,6,1625,5
7,312,2252,3,948,324,9,4,1,-1,15,1639,5
7,311,1327,3,1063,227,10,5,0,0,20,1680,5
7,311,2563,3,1148,235,11,4,0,0,24,1713,5
7,311,1385,3,1233,183,10,5,0,0,14,1730,5
7,311,3936,3,1347,201,12,5,1,0,20,1720,5
7,311,9336,4,1434,237,11,5,0,-1,14,1735,5
7,311,20890,4,1520,310,11,4,2,0,23,1765,5
7,311,2256,2,1637,284,11,4,0,0,34,1833,5
7,311,214,3,1724,258,11,4,-3,0,23,1892,5
7,311,189,3,1812,130,11,4,0,0,8,1895,5
7,311,2537,2,1929,98,10,5,1,0,39,1828,5
7,310,6473,3,2018,91,6,5,0,0,28,1770,5
7,310,8492,3,2106,102,7,5,0,0,25,1732,5
7,310,1504,3,2224,185,8,5,-1,1,6,1727,5
7,310,972,3,2313,141,8,5,0,0,8,1712,5
7,310,567,3,2401,107,6,5,0,0,13,1701,5
7,310,477,4,2520,107,5,2,-1,0,17,1692,5
7,310,13475,4,2609,162,6,2,0,0,7,1669,5
7,310,11898,5,2672,191,8,5,0,0,10,1670,5
9,310,715,3,2757,188,10,5,0,0,14,1690,5
9,310,38037,5,2821,249,9,5,0,0,14,1695,5
7,309,468,4,2884,180,8,5,0,0,12,1713,5
7,309,1286,4,2969,240,8,5,0,0,9,1721,5
7,309,283,3,3033,233,10,4,0,0,15,1745,5
7,309,267,3,3097,165,9,5,0,0,18,1739,5
7,309,2609,3,3181,243,10,4,-1,0,27,1769,5
7,309,639,3,3210,139,10,5,0,0,23,1764,5
7,316,455,2,954,65,9,4,0,0,20,1746,4
7,316,2909,3,1021,62,9,5,1,0,19,1712,4
7,315,2433,4,1092,202,11,5,0,0,7,1703,4
7,315,1874,3,1189,217,10,5,0,0,27,1718,4
7,315,340,3,1265,199,8,5,0,0,13,1742,7
7,315,266,3,1281,71,7,5,0,0,20,1729,7
7,315,2809,3,1182,40,6,2,0,0,18,1662,7
7,315,1371,3,1110,63,6,5,0,0,13,1647,7
7,315,1021,3,1041,90,6,5,0,0,8,1630,7
7,314,2979,4,948,135,8,5,0,0,1,1612,7
7,314,587,3,876,213,7,5,0,0,16,1624,7
7,314,956,3,807,214,9,5,0,0,21,1642,7
7,314,387,3,721,124,12,5,1,0,11,1645,7
7,314,8023,4,657,135,10,5,0,0,11,1633,7
7,314,7534,4,593,218,10,4,0,0,20,1639,7
7,314,3095,3,516,227,9,4,0,0,16,1660,6
7,314,1984,2,469,222,9,4,-1,1,28,1689,6
7,314,2146,3,429,227,8,4,0,0,29,1718,6
7,314,203,3,379,58,8,4,-1,0,25,1733,6
7,313,1735,2,361,51,10,4,0,0,31,1690,6
7,313,1223,2,360,59,12,4,0,0,16,1659,6
7,313,558,3,318,73,12,5,0,0,11,1634,6
7,313,596,4,258,82,9,5,0,0,7,1619,6
7,313,409,4,212,292,12,4,0,0,16,1627,6
7,313,325,3,152,36,14,4,0,0,15,1634,6
7,313,1118,3,123,59,14,4,0,0,16,1603,6
7,313,992,4,84,82,13,4,0,0,5,1586,6
7,313,1360,4,30,239,8,5,0,0,13,1578,6
7,313,1106,4,0,211,11,5,0,0,8,1591,6
7,312,371,3,67,163,12,5,0,0,11,1594,6
7,312,1905,4,182,244,12,5,0,0,9,1596,5
7,312,690,4,268,168,10,5,0,0,10,1600,5
7,312,4447,4,351,200,11,5,0,0,4,1600,5
7,312,2151,4,465,254,2,2,0,0,5,1606,5
7,312,629,3,551,192,6,2,0,0,10,1611,5
7,312,949,3,635,183,11,5,0,0,16,1615,5
7,312,4720,4,750,266,10,5,0,0,9,1618,5
7,312,1443,2,835,292,10,4,0,0,27,1646,5
7,312,285,2,920,84,11,4,0,1,2,1683,5
7,311,442,4,1034,150,11,5,0,0,7,1664,5
7,311,1142,3,1120,234,11,4,0,0,20,1685,5
7,311,1830,3,1207,202,12,5,0,0,19,1699,5
7,311,19764,4,1324,230,12,5,0,0,14,1706,5
7,311,1627,3,1412,257,11,4,0,0,21,1733,5
7,311,2671,3,1500,253,10,4,-1,0,29,1779,5
7,311,1417,3,1618,235,9,4,0,0,25,1821,5
7,311,2025,3,1706,236,10,4,-1,0,31,1869,5
7,311,430,3,1795,185,9,5,0,0,12,1884,5
7,310,1426,2,1913,92,9,5,3,0,46,1817,5
7,310,4554,3,2002,95,7,5,0,0,31,1764,5
7,310,6392,3,2091,92,7,5,0,0,20,1716,5
7,310,20781,4,2210,191,8,5,0,0,15,1691,5
7,310,723,4,2299,153,7,5,0,0,10,1701,5
7,310,7004,4,2388,150,5,5,0,0,14,1694,5
7,310,4172,4,2482,114,6,5,0,0,11,1677,5
7,310,15418,5,2545,147,6,5,0,0,4,1659,5
7,310,80,6,2609,185,8,5,0,0,5,1661,5
9,310,33442,5,2694,253,10,4,0,0,10,1671,5
9,309,263,3,2757,249,11,4,0,0,12,1695,5
7,309,6179,4,2821,209,12,5,0,0,9,1695,5
7,309,1818,4,2906,232,9,5,0,0,7,1707,5
7,309,449,3,2969,187,9,4,0,1,15,1724,5
7,309,2041,3,3033,187,8,5,0,0,13,1716,5
7,309,1445,3,3118,287,9,4,-1,0,23,1760,5
7,309,526,3,3139,65,9,5,0,0,15,1758,5
7,309,301,4,3084,90,12,4,-192,0,86,1740,5
7,316,829,3,785,229,12,4,0,0,22,1736,4
7,316,135,3,876,26,13,4,0,0,7,1756,4
7,315,987,2,948,48,13,4,0,0,26,1742,4
7,315,1200,3,1023,54,10,5,0,0,18,1712,4
7,315,611,4,1127,107,12,4,0,0,6,1694,4
7,315,1201,3,1207,213,10,5,0,0,17,1701,4
7,315,1068,3,1288,218,8,5,0,0,20,1719,4
7,315,783,2,1256,54,5,2,0,0,27,1698,7
7,315,2387,3,1188,51,7,4,0,0,23,1662,7
7,314,2212,3,1116,53,9,5,1,0,18,1634,7
7,314,1423,3,1021,53,10,4,0,0,8,1620,7
7,314,1321,4,954,81,10,5,0,0,4,1609,7
7,314,334,4,890,216,9,5,0,0,6,1612,7
7,314,941,3,806,191,11,5,0,0,10,1612,7
7,314,238,4,742,279,15,5,0,0,7,1622,7
7,314,457,3,684,310,13,4,0,0,18,1640,7
7,314,470,3,617,350,12,4,0,0,11,1656,7
7,314,2721,3,577,188,9,5,0,0,11,1649,6
7,314,1845,3,536,218,9,5,0,0,21,1669,6
7,313,1533,2,494,229,8,4,1,-1,37,1698,6
7,313,484,3,480,82,9,5,0,0,16,1715,6
7,313,2258,3,480,54,7,4,0,0,28,1675,6
7,313,2710,3,408,70,12,5,0,0,11,1635,6
7,313,2662,3,361,119,11,5,0,0,12,1614,6
7,313,5375,4,308,208,9,5,0,0,14,1610,6
7,313,1045,3,268,225,10,4,0,0,19,1643,6
7,313,1074,2,228,56,12,4,0,0,24,1625,6
7,313,1131,3,189,62,14,4,0,0,17,1597,6
7,313,1486,4,120,110,13,4,0,0,8,1570,6
7,312,705,4,30,218,12,4,0,0,8,1577,6
7,312,91,5,30,180,11,5,0,0,2,1580,6
7,312,158,5,150,173,8,5,0,0,5,1581,5
7,312,6799,4,228,268,13,4,1,0,18,1587,5
7,312,218,3,313,218,12,4,0,0,8,1615,5
7,312,639,3,429,145,11,5,0,0,20,1604,5
7,312,4788,4,512,219,10,5,0,0,6,1595,5
7,312,1827,4,597,307,9,4,0,0,13,1610,5
7,312,1804,3,713,297,10,4,0,0,19,1639,5
7,312,351,3,800,266,10,4,0,0,12,1662,5
7,311,256,3,888,162,11,5,0,0,16,1670,5
7,311,748,3,1006,145,10,5,0,0,11,1650,5
7,311,3545,4,1094,205,12,4,0,0,11,1661,5
7,311,33753,4,1183,239,11,5,0,0,18,1672,5
7,311,1820,3,1302,253,10,4,-1,0,18,1712,5
7,311,498,3,1391,250,12,4,0,1,12,1730,5
7,311,2165,3,1480,235,12,4,0,0,26,1748,5
7,311,4630,3,1600,229,10,5,0,0,23,1788,5
7,311,2867,3,1689,243,9,4,0,0,32,1823,5
7,311,774,2,1779,184,11,4,0,-1,21,1857,5
7,310,2157,3,1898,97,9,5,-2,0,45,1822,5
7,310,2740,3,1988,99,6,5,0,0,22,1752,5
7,310,3463,3,2077,88,8,5,0,0,22,1714,5
9,310,5972,3,2193,129,7,5,0,0,10,1670,5
9,310,921,4,2252,211,9,5,0,0,16,1675,5
7,310,915,3,2313,128,9,5,0,0,11,1666,5
7,310,277,4,2397,128,9,5,0,0,6,1661,5
9,310,1607,5,2460,111,7,5,0,0,5,1650,5
9,310,10203,5,2524,135,7,5,0,0,2,1645,5
9,309,1782,4,2609,270,7,2,0,0,7,1665,5
9,309,5692,4,2672,202,9,5,0,0,6,1671,5
9,309,5614,5,2736,233,9,5,0,0,9,1675,5
9,309,510,3,2821,202,10,5,0,0,7,1700,5
7,309,5465,4,2884,161,9,5,1,0,8,1696,5
7,309,1208,3,2949,272,9,4,0,0,16,1716,5
7,309,684,3,3037,232,9,5,0,0,14,1741,5
7,309,636,3,3045,151,8,5,1,0,10,1745,5
7,309,352,3,2989,111,9,5,0,0,17,1735,5
7,309,176671,3,2916,63,9,5,188,-189,88,0,5
7,316,238,3,657,139,10,5,0,0,4,1709,4
7,316,1898,3,726,225,11,4,0,0,18,1714,4
7,316,463,3,823,210,11,5,0,0,16,1751,4
7,315,264,3,900,158,12,5,0,0,5,1759,4
7,315,1178,2,979,48,10,5,0,0,21,1733,4
7,315,886,3,1087,48,9,4,0,0,19,1708,4
7,315,7173,4,1170,102,12,4,0,0,4,1682,4
7,315,1421,3,1253,210,11,4,0,0,17,1690,4
7,315,102,4,1314,225,8,5,0,0,3,1713,4
7,315,1666,2,1242,44,7,4,-1,0,26,1703,7
7,314,1891,3,1171,43,6,2,0,0,28,1658,7
7,314,1451,3,1082,43,7,5,0,0,17,1641,7
7,314,1428,4,1018,56,10,4,0,0,14,1608,7
7,314,722,4,954,113,11,5,0,0,1,1601,7
7,314,1098,4,870,262,10,5,0,0,3,1607,7
7,314,1255,3,810,247,11,5,0,0,11,1609,7
7,314,707,3,757,240,10,5,1,0,17,1629,7
7,314,178,3,697,163,9,5,0,0,7,1651,7
7,314,1923,3,657,122,9,5,0,0,12,1636,7
7,314,2016,3,618,248,9,5,0,0,12,1645,6
7,313,1314,3,582,241,9,5,0,0,14,1671,6
7,313,162,3,570,234,9,5,0,0,14,1708,6
7,313,443,3,553,88,9,5,0,0,23,1701,6
7,313,2194,2,483,82,13,4,0,0,19,1642,6
7,313,2068,3,432,80,13,4,0,0,14,1614,6
7,313,980,4,390,112,12,5,0,0,11,1596,6
7,313,1350,3,349,232,11,5,0,0,17,1606,6
7,313,35,4,308,248,10,5,-1,0,14,1632,6
7,313,658,3,256,55,15,4,0,0,14,1620,6
7,312,1408,3,150,73,13,4,1,0,18,1571,6
