Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology,Longitude,Latitude
7,292,179,4,953,51,10,5,0,0,6,1515,3,53.44389832450,28.52371507380
7,286,54,4,792,168,14,2,0,0,10,1043,1,53.64193118950,28.63996534540
9,309,104,6,502,191,11,5,0,0,2,1320,1,53.51186571740,28.80487713410
7,300,898,3,906,175,11,5,0,0,12,1404,3,53.34292642150,28.57796743070
9,301,363,3,1721,97,13,5,0,1,16,1214,3,53.43972692990,28.63851297380
7,287,237,5,67,274,24,3,0,0,5,1035,1,53.63683425810,28.64768801870
9,282,85,4,276,82,7,2,0,0,11,1165,9,53.70719489440,28.65567083740
7,308,225,5,577,54,12,5,0,0,4,1247,2,53.43846111380,28.72218945010
9,261,84,5,579,168,7,5,0,0,2,1425,12,53.89954587300,28.42387632690
7,282,4011,3,212,307,11,4,0,0,34,1468,3,53.55135803090,28.46288910090
7,280,157,5,1337,34,12,5,0,0,3,1091,1,53.68436141380,28.57696666120
7,281,380,3,999,66,7,5,0,0,11,1093,9,53.61639164270,28.52754966120
7,314,15,7,632,315,10,5,0,0,1,1257,9,53.39817212110,28.74971249400
9,336,735,3,152,235,12,5,0,0,14,1094,9,53.08529704270,28.80876967460
9,301,749,2,1368,79,12,5,-1,0,22,1179,3,53.43300801550,28.63642188540
7,286,67,5,323,11,25,5,0,0,3,1038,1,53.56982282400,28.55196116870
7,275,2929,3,1092,12,17,4,0,0,34,2092,3,53.65839945860,28.44817576350
7,293,505,4,785,247,10,5,0,0,6,1527,3,53.44171361460,28.52462303870
9,291,2281,3,829,223,4,6,0,1,18,1010,2,53.34594932130,28.43399768220
7,284,169,4,1776,101,9,5,0,0,3,1281,10,53.48277816700,28.43546410270
7,321,1808,3,212,262,12,4,0,0,23,2323,3,53.22025538260,28.72576090910
9,256,14752,4,1328,187,9,5,0,0,22,1364,3,53.97336827020,28.37299420440
7,287,609,4,0,18,9,2,0,0,7,1024,1,53.56010639470,28.55815287350
7,293,879,4,2160,56,10,5,0,0,8,1146,10,53.34423949880,28.46268073420
7,264,60,5,1927,91,8,5,-1,0,9,1586,12,53.87245904050,28.46354519210
7,291,1053,5,2579,329,11,5,0,0,4,1140,1,53.41901339660,28.48221254380
9,281,509,4,3104,326,10,5,0,0,10,1160,1,53.66007180540,28.57135566510
9,309,67,5,1569,210,7,5,0,0,2,1251,9,53.46644090380,28.75517898080
7,262,901,5,241,357,8,5,0,0,5,1332,12,53.92659718900,28.50874319030
7,304,66,5,607,161,47,3,0,0,2,1061,3,53.37585635670,28.63156228600
9,276,258,4,2167,255,11,5,0,0,4,1233,2,53.76429707610,28.62431862210
9,263,61,5,271,251,6,2,0,0,2,1311,12,53.91899340600,28.51794406280
4,323,1398,4,1347,280,17,4,0,0,8,2422,8,52.87989297740,28.66987038420
9,287,259,5,94,82,10,5,0,0,7,1160,12,53.42752632030,28.44404705690
7,310,10142,4,390,38,18,3,0,0,11,960,3,53.24304010190,28.62105361990
7,271,1453,3,1925,264,14,4,0,0,9,1488,3,53.58942813900,28.29690833150
7,322,50,5,42,156,12,5,0,0,3,1075,9,53.00641146530,28.67389634100
7,305,75,4,268,45,9,5,0,0,7,894,10,53.14951283690,28.52668331930
7,319,1560,4,764,208,15,5,0,0,9,1995,8,52.93927655150,28.63646601130
7,309,558,3,2356,160,10,5,0,0,12,2212,3,53.36442044790,28.67513113480
7,312,4285,3,863,327,27,4,1,0,25,1618,3,53.37944327300,28.72682637960
9,285,1533,5,295,246,9,5,0,1,3,1200,1,53.68656091810,28.67458256290
7,300,2439,3,1878,135,12,5,1,-1,27,1829,5,53.60637676700,28.80650367810
7,285,282,5,67,248,10,5,0,0,5,1079,1,53.51327178410,28.47942833970
7,290,131,6,2460,270,10,5,0,0,1,1160,1,53.42892763810,28.47922819240
7,291,490,3,258,27,12,5,0,0,4,1248,3,53.47222574700,28.53438986830
7,298,316,6,30,186,8,6,0,0,5,972,10,53.43576345100,28.60110114030
7,282,16904,5,2310,15,11,5,0,0,10,1075,1,53.58257889320,28.48820577270
9,312,159,5,657,167,14,5,0,0,3,869,8,53.12168780170,28.59300096810
7,256,126,4,189,176,9,5,0,0,4,1251,3,53.99265072150,28.40275142680
7,278,229,5,989,285,12,5,0,0,6,1128,1,53.64710539480,28.51128568860
9,303,2721,6,684,286,8,5,0,0,5,1201,9,53.52645622160,28.74614622720
7,266,107,5,4003,33,9,5,0,0,1,1613,12,53.83045832970,28.47604623070
4,321,1420,2,810,84,15,4,-1,0,38,1789,8,52.95139916750,28.65768409180
7,279,15,6,553,135,16,3,0,0,1,1083,9,53.71198726310,28.60989409330
9,303,48,5,67,258,11,5,0,0,1,1025,3,53.38996207550,28.62974719200
9,293,828,5,657,276,9,5,0,0,2,1165,1,53.62029511230,28.72632783980
7,270,87,5,865,345,7,5,0,0,1,1143,1,53.82157915920,28.57046865660
7,300,3678,3,937,73,13,4,0,0,35,1467,3,53.33820857450,28.57321875320
9,283,30,6,2960,241,7,2,0,0,3,1075,1,53.63698952280,28.57327171430
7,283,74,5,216,206,11,2,0,0,3,1046,1,53.58695163920,28.52583500030
7,291,670,5,30,273,11,2,0,0,4,1002,1,53.55024443610,28.61713113820
9,267,2969,3,2040,19,8,5,0,1,30,1258,9,53.87175336610,28.54641380870
7,314,17,6,189,56,9,5,0,0,1,1206,9,53.41494585060,28.76720659070
7,324,6486,3,84,71,14,4,1,-1,24,1517,2,52.91683460820,28.68611741060
7,268,964,3,2382,203,10,5,0,0,25,1570,12,53.81112876490,28.50468640640
7,300,3280,3,579,224,10,5,0,-1,20,1443,3,53.47314966350,28.66264737330
9,257,786,3,1171,197,10,5,0,0,25,1312,3,53.96313240170,28.37694579010
7,263,302,4,30,292,8,5,0,0,12,1455,10,53.87023871210,28.42599877080
9,257,2384,4,134,179,8,5,0,0,13,1200,3,53.95281617470,28.37177940300
7,276,42,6,558,180,6,6,0,0,2,848,1,53.50377862370,28.32135901700
9,306,1400,3,1963,168,11,5,0,0,15,1167,3,53.34899732340,28.63235136630
9,327,2873,4,2388,74,10,5,0,0,10,1211,2,53.05346468040,28.72947666230
7,328,6646,4,349,42,18,4,0,0,14,1550,13,52.83799993000,28.72676720040
7,325,1221,5,161,46,29,3,0,0,10,959,1,53.10781094500,28.72112486620
7,279,407,3,590,72,10,4,0,0,13,1534,10,53.56566294160,28.41858391610
4,328,9371,4,570,31,17,4,0,0,18,2494,5,52.76799602470,28.74848270130
7,278,721,4,150,231,13,4,0,0,17,1759,6,53.61414915000,28.44643665240
7,337,2395,3,530,15,9,4,0,0,20,2385,2,52.94801689550,28.80992935970
7,282,16058,5,1101,357,10,5,0,0,5,1276,1,53.50679628080,28.42371044710
7,268,572,4,4797,2,13,4,0,0,5,1592,12,53.79509464680,28.48838186780
4,309,1049,3,732,23,13,4,0,0,18,2004,3,53.39166122320,28.69494812070
7,329,303,4,120,264,16,4,0,0,10,1401,3,53.17725488080,28.76568597380
9,291,66,5,420,344,-21,5,0,0,5,1059,1,53.60949882080,28.68466879770
7,294,305,4,90,255,13,5,0,0,9,1167,2,53.29165552110,28.45293805350
9,341,819,2,450,212,9,4,0,1,22,1624,9,52.94454519280,28.85815848720
7,330,1404,2,576,5,14,4,0,0,34,1590,2,52.89127085220,28.75147566900
9,323,1585,3,1140,62,11,5,0,0,19,1004,9,53.11491147460,28.70473429060
7,300,213,4,150,57,42,3,0,0,7,1096,2,53.51312723920,28.69939772590
7,310,1414,4,67,235,11,5,0,0,17,1492,1,53.52504816010,28.84543719990
7,314,2937,3,189,71,16,4,0,0,26,1535,8,53.02924113150,28.60063097540
7,272,170,4,1527,215,41,3,0,0,2,1146,1,53.79979247660,28.58463524770
7,315,120,6,284,239,11,5,0,0,1,1321,1,53.46050654700,28.82158550070
7,294,33,6,379,333,15,5,0,0,1,994,10,53.49030851290,28.59850680910
9,260,391,4,827,26,8,5,0,0,1,1381,12,53.91941353310,28.44201051860
7,314,286,6,509,278,36,3,0,0,1,862,9,53.16833884230,28.63936022230
7,341,2856,3,30,10,14,4,0,0,19,1510,9,52.94796495710,28.85222684510
7,284,127,4,366,84,6,5,0,0,2,1055,1,53.56816338400,28.51572996210
7,279,1355,4,488,329,11,4,3,0,26,1531,6,53.57893152780,28.43046693650
7,325,4024,4,1087,78,17,3,0,0,4,1429,1,52.90946006240,28.69756405720
9,303,1953,3,1631,175,10,5,0,0,19,1419,3,53.41078116740,28.64606982140
7,328,272,5,523,98,7,5,0,0,7,1372,2,52.86615250700,28.73234643860
7,258,2998,3,1170,214,12,4,1,0,34,2077,9,53.97456928060,28.47244881850
7,331,1308,3,540,181,29,4,-1,1,7,1933,8,52.79494305910,28.77049932250
7,288,37,5,256,308,11,6,0,0,3,1016,1,53.58878686480,28.60036320880
7,299,822,6,218,135,13,6,0,0,2,968,1,53.42297620440,28.59952192330
7,320,352,4,670,131,9,5,0,0,10,1034,9,53.04388784360,28.66295131220
9,287,291,5,240,336,14,5,0,0,4,1172,12,53.42987259350,28.43907737530
7,332,991,4,381,336,8,4,0,0,5,1455,2,52.87209700670,28.76612441440
7,311,1746,3,84,91,12,3,0,-1,19,945,8,53.07507457230,28.58141089130
7,305,2316,3,2305,280,13,4,-2,0,31,1601,3,53.27419102400,28.58915628120
7,308,13701,3,1705,92,13,4,4,0,52,1584,3,53.41249408110,28.70574058770
7,274,2902,2,2363,266,17,4,2,0,54,1545,3,53.70494525790,28.46564204900
9,298,12375,3,474,183,10,5,0,0,38,1245,3,53.31871097560,28.53291400280
7,296,918,4,833,36,11,5,0,0,7,1005,9,53.45087691520,28.58469559370
7,286,265,5,2448,144,10,5,0,0,4,1236,10,53.46163964760,28.44292245540
7,330,1166,3,792,88,9,5,0,0,22,1355,8,52.91861359210,28.74541974900
9,308,108,6,335,203,8,5,0,0,1,1396,1,53.52871398960,28.82220875540
9,274,245,5,201,195,12,5,0,0,3,1047,12,53.58337658890,28.35249374400
7,268,552,4,4549,357,11,5,0,0,9,1552,12,53.79505963930,28.49100401440
7,313,1431,4,120,292,14,4,0,0,13,1392,1,53.39430497720,28.73159305200
9,284,193,5,379,45,7,2,0,0,4,1059,1,53.54875141140,28.48948321860
9,256,0,8,509,198,8,5,0,0,3,1241,3,54.00119944610,28.40769083640
9,300,8144,3,432,207,10,5,0,0,35,1218,3,53.28926871950,28.54003118570
7,304,2563,3,301,351,17,5,0,0,13,1067,10,53.23779672070,28.55599559350
7,277,1448,1,1320,307,13,4,1,-1,36,2267,3,53.63621840500,28.45525917950
7,305,2780,3,1594,25,14,5,0,0,18,1330,9,53.52135604180,28.75967393380
4,308,2222,4,1504,43,12,5,0,0,10,2040,3,53.39286633430,28.68740390240
7,313,178,4,180,214,11,5,-1,0,38,1223,8,53.06080540600,28.59292530260
9,261,486,4,256,137,7,5,0,0,13,1426,1,53.91444195570,28.45908894580
4,309,10375,5,778,342,16,4,1,-1,10,1921,3,53.39575773440,28.69869281220
9,300,987,4,1094,135,8,5,0,0,6,1195,1,53.55930859480,28.74850866370
7,310,2126,4,375,359,15,4,0,1,14,1754,3,53.40064768710,28.71147538220
7,328,3407,5,90,242,9,5,0,0,8,939,1,53.11751131460,28.74255605010
7,324,1190,3,966,225,6,5,0,0,9,1938,13,52.87147599080,28.68486955070
7,310,206,3,1968,106,13,4,0,0,8,2331,3,53.35542979710,28.67953651000
7,284,50,5,1677,270,11,5,0,0,2,1244,12,53.47205894730,28.42366348370
4,306,1201,4,192,276,-16,1,0,0,4,809,12,53.14385004560,28.53982691520
7,307,473,4,30,18,15,2,0,0,8,936,1,53.21435610720,28.57563034470
9,286,790,4,150,235,11,5,0,0,8,999,9,53.41991599600,28.41854153520
7,296,15,6,416,161,13,3,0,0,0,987,1,53.45356050450,28.59016546580
7,314,5964,4,1164,136,9,5,0,0,9,1605,4,53.48888432520,28.84525861410
9,309,47,5,492,6,7,5,0,0,2,1240,9,53.45950910420,28.74703981790
9,269,26120,5,870,122,12,5,0,0,25,1650,5,53.71172750620,28.37488273260
7,303,664,3,480,190,23,3,0,0,5,1006,3,53.38238987250,28.62367767690
9,259,704,4,968,270,8,2,0,0,4,1374,12,53.94683324790,28.44128364770
7,286,251,4,1100,113,10,5,0,0,5,1034,1,53.59685947860,28.58896188800
7,339,905,3,295,52,11,4,0,0,15,1396,9,52.95635312000,28.83704773850
6,307,190,5,30,295,-21,1,0,0,3,835,1,53.16908556430,28.55378053540
4,327,1169,4,2820,78,19,4,0,0,8,2253,5,52.80355536770,28.72523520920
7,302,68,6,403,333,53,3,0,0,2,960,1,53.37840394450,28.60587699740
9,257,67331,4,1242,81,13,4,2,0,25,1555,9,53.99539439090,28.46888558760
9,308,627,4,597,90,7,5,0,0,6,1212,9,53.44492888870,28.73293943860
7,303,396,3,254,232,12,5,0,0,25,1063,10,53.16938548830,28.51569064490
4,273,945,3,977,48,13,4,0,1,20,2495,3,53.68994553140,28.43894357890
9,293,0,5,720,284,9,2,0,0,4,1007,1,53.54681434830,28.63447742940
9,290,7656,4,150,315,11,2,0,0,9,883,2,53.34465309030,28.42401543830
9,310,128,5,1142,155,9,5,0,0,2,1254,9,53.45934199990,28.76048400670
9,257,295,3,510,167,6,2,0,0,17,1417,1,53.99487765830,28.45106500820
9,290,195,5,1224,81,12,5,0,0,1,1143,12,53.38461577380,28.45577955640
7,326,449,4,2146,210,9,5,0,0,12,1230,2,52.99063607190,28.71439335140
7,283,1505,4,1218,24,9,2,0,0,8,1032,1,53.58583177320,28.50459157300
9,282,4311,3,90,232,13,4,0,0,27,1544,3,53.71841404410,28.67474326560
9,263,1046,3,150,51,8,5,0,0,13,1329,12,53.91681452730,28.51276256150
7,269,3458,4,2507,17,15,4,0,0,8,1613,12,53.77399904230,28.47683803710
7,310,6801,4,3515,161,11,5,0,0,28,2381,3,53.33918400550,28.66726929240
7,270,214,5,1706,2,12,5,0,0,6,1149,2,53.82974486780,28.57617455850
7,271,53,4,1374,99,10,5,0,0,5,1520,10,53.65943356660,28.35626988500
7,275,9168,3,1200,243,8,4,-2,1,34,1756,10,53.61144353170,28.38277699400
9,333,33,6,67,45,15,3,0,0,0,1018,10,53.10886061040,28.78592294360
9,255,90,5,300,300,11,5,0,0,1,1241,3,54.00709232700,28.39226587130
9,294,113,5,42,135,7,5,0,0,3,1088,9,53.59623576620,28.70949689760
7,310,1062,3,2698,114,12,5,0,0,15,2507,3,53.33973854490,28.67625196370
9,304,82,5,730,183,9,5,0,0,3,1221,9,53.51941041860,28.74902026240
7,288,431,4,169,59,12,5,0,0,4,1020,1,53.61959761970,28.63959886370
7,325,264,3,1944,94,11,5,0,0,8,1135,1,53.07219595260,28.72251257750
7,297,4345,3,1046,356,16,4,-1,0,37,1647,3,53.39889895380,28.54764099530
7,273,457,3,2927,172,10,5,0,0,10,1395,12,53.74185820430,28.52090794050
7,292,1499,2,258,254,12,5,-1,0,38,1263,3,53.47243796440,28.54059096710
7,284,353,3,371,193,35,3,0,0,5,1145,1,53.51078685560,28.45500459510
9,269,296,4,3637,233,10,5,0,0,2,1089,1,53.66234780940,28.32604950220
7,271,11564,3,1023,17,14,5,0,0,28,1190,9,53.59740467500,28.30422701950
7,317,1050,5,42,204,6,1,0,0,2,856,9,53.15856887270,28.66680950370
7,306,300,3,150,56,13,4,0,0,11,1752,3,53.42970946310,28.68958009260
4,307,769,3,2015,315,12,4,0,0,10,1996,3,53.40187408750,28.68747504090
7,296,862,3,1290,82,9,5,0,0,14,1145,2,53.26022537600,28.47263504960
9,298,989,4,150,20,13,5,0,0,10,1163,2,53.31310125410,28.52856280860
7,293,60,5,30,156,13,6,0,0,3,994,10,53.51082759490,28.59776082930
7,301,407,4,283,139,9,5,0,0,8,1475,3,53.47902160810,28.67484772990
7,308,432,3,2803,128,13,4,0,-1,14,2066,3,53.37137618730,28.66959016080
7,329,788,3,3568,142,12,5,0,0,19,1796,8,52.97730906190,28.73886306570
9,260,28786,4,752,197,9,5,0,0,17,1479,1,53.94437553770,28.46190967410
4,323,4293,2,417,275,17,4,0,0,29,1844,8,52.91475023750,28.67221299690
7,260,249,5,150,52,9,5,0,0,2,1357,12,53.92962575720,28.44156999450
7,293,37,6,258,98,16,5,0,0,1,1197,3,53.45331285890,28.54181231460
7,285,135,3,216,205,8,5,0,0,10,1060,1,53.62998280540,28.60300601460
7,295,2813,4,1019,12,29,3,0,0,7,1073,1,53.44566873030,28.56852931570
9,320,36,6,174,26,11,6,0,0,2,995,1,53.07850171570,28.67711949250
9,297,111,5,642,95,10,5,0,0,2,1147,1,53.58975779850,28.74189563740
9,309,240,5,134,215,9,5,0,0,4,1446,7,53.53147603090,28.83459040490
4,335,1622,4,234,344,11,4,0,0,17,2376,8,52.96795140260,28.79299163540
7,334,898,3,818,226,10,4,0,0,18,1314,10,53.03850887420,28.78602719680
9,289,1748,4,510,350,9,5,0,0,9,1126,12,53.40573625330,28.44753056470
9,299,2916,3,993,122,12,5,0,-1,33,1504,3,53.33437189820,28.53349688580
9,327,698,3,268,174,11,5,0,0,20,1346,2,53.00781778070,28.72162654210
7,291,151,5,966,341,18,3,0,0,2,1023,1,53.57870265910,28.64039916380
7,277,487,6,390,71,52,3,0,0,0,1067,1,53.72371603460,28.57953772010
7,331,3243,5,0,209,33,5,0,0,2,1361,2,52.84425939820,28.76319952420
9,303,379,3,1980,108,10,5,-1,0,28,1540,3,53.41983746920,28.65063591610
4,268,551,4,201,299,14,4,0,0,11,1841,6,53.76000124240,28.40887242360
9,327,423,3,1056,135,12,5,0,0,16,1358,8,53.02228364490,28.72541197500
7,313,455,2,666,110,12,4,-1,0,30,1999,3,53.26643388640,28.67602228280
7,303,257,5,721,50,10,5,0,0,7,1244,1,53.53591952710,28.76044254270
7,259,1367,3,1328,356,10,4,0,0,23,1995,9,53.96625081220,28.47405440110
9,296,121,6,692,180,9,2,0,0,1,1052,9,53.56309106500,28.69534982860
7,255,3433,4,1451,329,14,4,0,0,6,1515,1,54.00204385070,28.38207932000
7,296,7170,4,1183,69,15,4,1,0,20,1687,3,53.39525207280,28.53933349180
9,340,6562,4,169,188,10,5,0,0,5,1295,9,52.98905143020,28.84015279630
7,302,287,6,212,217,12,5,0,0,2,1378,5,53.57870262640,28.79760329290
7,298,81,6,241,78,14,5,0,0,1,1083,3,53.47143231410,28.63012720080
7,263,222,5,84,34,7,5,0,0,5,1503,12,53.87701687070,28.44118685320
9,286,71,5,523,251,12,5,0,0,1,1171,12,53.43673341570,28.43212564270
7,261,1602,4,234,22,7,2,0,0,9,1397,2,53.88486841220,28.38357863690
9,279,2251,3,335,245,7,5,0,0,20,1255,2,53.74316052680,28.65740884910
7,284,120,4,1584,117,9,5,0,0,9,1230,12,53.46634550850,28.42572791520
7,274,950,4,1757,251,13,5,0,0,4,1300,9,53.72657665810,28.51752321860
9,283,89,5,2294,185,9,5,0,0,4,1056,1,53.63848570170,28.58024191430
7,274,672,4,90,228,10,5,0,0,6,1685,6,53.63310989170,28.39337202980
7,278,829,4,573,3,12,4,0,0,13,1686,5,53.59759572570,28.43528819210
7,326,1710,5,123,19,15,4,0,0,7,1415,1,52.90512172610,28.70648173260
7,321,1433,4,1386,27,18,4,0,1,18,2194,8,52.91207024260,28.65640509630
9,288,1167,3,523,303,12,5,0,0,11,1228,2,53.47594804280,28.48423540530
7,315,442,5,84,27,21,6,0,0,6,853,1,53.16023190420,28.64282981860
9,296,1316,4,600,106,10,5,0,0,10,1155,9,53.57249487450,28.71721009640
7,265,478,4,4554,76,10,5,0,0,10,1676,12,53.82773738860,28.46046818150
6,308,120,5,590,171,9,6,0,0,3,840,1,53.16440416030,28.57731009150
7,323,18313,4,540,241,11,5,0,0,10,1114,2,53.06080719030,28.69945161880
9,295,1292,2,890,166,7,5,0,0,28,1152,10,53.30763385250,28.47146399110
4,278,38,6,706,194,61,3,0,0,1,1158,1,53.66082081930,28.51315044160
9,268,471,4,711,336,8,5,1,0,8,1235,9,53.83178998930,28.52858039820
7,267,437,3,2718,246,11,4,0,1,13,1672,12,53.82001793410,28.49716861900
9,286,349,3,2202,173,8,5,0,0,12,1049,9,53.63815173280,28.62327199970
9,331,1537,2,806,44,15,5,0,0,26,1194,9,53.08899178260,28.76329429140
7,315,22,6,466,191,7,2,0,0,2,1208,1,53.41806585600,28.77464627290
9,275,219,4,42,122,16,3,0,0,3,1119,9,53.75914438220,28.59353187410
7,330,170,5,60,90,32,3,0,0,2,1190,2,53.05645863970,28.75708500640
9,256,419,3,108,93,9,5,0,0,7,1290,1,54.00887956290,28.43841379070
7,294,138,4,2133,247,7,5,0,0,17,1154,10,53.33059444340,28.47229281570
7,261,1023,4,524,358,15,4,0,1,8,1428,12,53.90878226510,28.44933679460
7,272,1274,3,1950,172,12,5,0,0,25,2278,5,53.68194586860,28.39693819140
7,321,3166,3,878,196,14,4,0,0,23,2229,13,52.89473196170,28.65785301300
7,265,93,6,3336,261,10,5,0,0,3,1622,12,53.84180107930,28.47297152690
7,329,1991,4,2040,188,12,5,0,0,11,1904,8,53.01322679390,28.74787263770
7,306,690,3,134,26,10,5,0,0,6,939,1,53.29816385900,28.61192115850
9,259,1217,2,1171,174,9,5,-1,0,41,1837,1,53.96054874260,28.47028156410
7,280,522,5,0,75,37,3,0,0,3,1100,1,53.63036297040,28.50148982570
7,265,58,6,361,285,12,5,0,0,2,1605,1,53.82252701680,28.39678738920
7,270,1179,3,1884,146,9,5,0,0,13,2216,5,53.70858839560,28.40316855090
7,278,126,6,750,219,-1,5,0,0,3,1118,1,53.64525864100,28.50936720690
9,276,782,4,600,264,14,5,0,0,4,1139,12,53.58204542240,28.37962536130
9,294,496,4,1574,78,5,5,0,0,9,1129,10,53.32169410280,28.47080875660
7,271,33,6,1111,45,8,6,0,0,0,994,9,53.62729150120,28.31632312780
7,309,933,2,1314,336,20,4,-1,1,27,1589,3,53.41258412810,28.71377609490
7,319,946,3,30,120,14,5,0,0,14,1814,13,52.95244706420,28.63131645890
7,328,1531,3,480,35,10,4,0,0,20,2364,5,52.77263014750,28.74914830990
9,308,3754,3,3492,160,12,5,0,0,17,1547,3,53.33856055580,28.64487862580
7,273,5546,4,1783,14,14,4,-1,0,15,2278,3,53.69469522010,28.44507092300
7,290,85,5,573,192,23,2,0,0,3,1034,1,53.60694540870,28.65198065030
7,268,5220,3,1633,284,11,4,0,1,35,1719,12,53.78471086870,28.45083070400
7,279,90,4,180,188,12,5,0,0,4,1138,1,53.65013204860,28.52157507940
7,266,2998,2,379,120,12,5,-1,0,40,1980,3,53.80623892280,28.39312882450
9,290,128,5,390,210,8,6,0,0,2,1013,1,53.57791492430,28.62180993100
7,260,1532,4,680,33,8,5,0,0,11,1386,12,53.91905379830,28.43552590180
7,336,2745,3,492,27,14,5,0,0,20,1185,9,53.03208783690,28.81158307540
4,307,137,6,42,29,-20,1,0,0,2,789,10,53.14931332980,28.55257816500
7,312,2431,5,416,291,14,5,0,0,2,927,12,53.21627212940,28.64089900410
7,284,816,5,3348,83,8,5,0,0,4,1032,1,53.60854363410,28.57088728030
7,291,835,4,1328,32,11,4,0,0,10,1493,3,53.45117994260,28.51837878370
7,324,1909,2,1480,5,21,4,0,1,27,2169,8,52.89841198780,28.68638653810
7,314,226,5,108,352,14,3,0,0,8,871,1,53.18228763290,28.63855133800
9,293,3103,2,702,235,6,5,0,0,44,1137,10,53.32815099290,28.45724972780
9,282,26,4,637,184,7,2,0,0,3,1157,9,53.70911465830,28.65294958690
9,293,755,3,1489,142,11,5,0,0,10,1152,10,53.33663857420,28.45894443480
7,278,1042,3,450,142,14,5,0,0,19,1817,6,53.61917315740,28.44805028930
7,310,1482,4,2931,110,13,5,0,0,14,1782,5,53.54463985860,28.86807442510
7,312,465,4,379,135,10,5,0,0,10,1611,5,53.51876379230,28.86391851600
7,266,2275,2,1021,232,7,5,0,1,20,2409,4,53.78803033500,28.39647056800
9,275,2906,3,270,347,10,5,0,0,17,1096,10,53.57735867800,28.34966859530
9,269,1522,4,1806,4,9,5,0,0,8,1248,9,53.79953125890,28.51916934510
7,310,786,4,1298,185,19,3,0,0,7,1321,13,53.29728668010,28.65287820720
7,316,702,4,764,19,15,3,0,0,12,1129,1,53.05582955330,28.62368448270
9,271,173,4,1315,325,11,5,0,0,5,1140,1,53.63661502710,28.34392851800
9,306,78,6,0,188,8,5,0,0,1,1265,1,53.52228949460,28.78215536700
7,302,458,3,361,87,6,5,0,0,16,1116,2,53.26174478390,28.54487251330
7,298,237,5,134,171,22,3,0,0,4,1069,2,53.53008438230,28.69236481280
9,332,532,3,456,247,10,5,0,0,13,998,2,53.11925443990,28.77748234060
7,315,2443,5,474,255,11,5,0,0,4,1351,3,53.46754123800,28.82750399980
7,307,523,4,1299,244,10,5,0,0,6,1314,9,53.50577916640,28.77973164920
9,261,9189,5,351,14,6,2,0,0,8,1427,12,53.89818609920,28.42560276910
4,273,3702,3,891,22,16,4,0,0,30,2155,5,53.68369782980,28.42311607150
9,307,40,6,450,126,11,5,0,0,2,1301,1,53.52712641390,28.79896237330
4,271,2974,3,1756,201,12,5,0,0,33,2300,3,53.71848350010,28.43573251270
7,275,360,5,1176,328,7,5,0,0,7,1246,1,53.69545253110,28.48960345120
7,259,3648,3,2040,241,11,5,0,0,19,1370,2,53.92243712580,28.39986288510
9,310,60,5,865,129,10,5,0,0,3,1303,1,53.49153894990,28.79662305040
7,303,224,5,361,164,15,5,0,0,2,971,1,53.37162907820,28.61193624790
9,303,1165,3,2912,239,12,5,0,-2,18,1566,3,53.42867338070,28.65794848930
7,283,923,4,670,348,11,5,0,0,4,1328,3,53.54058194470,28.46378904720
7,280,1567,3,990,1,12,4,0,0,24,1493,3,53.59422919270,28.47544698390
9,328,4795,3,1556,218,11,5,0,0,17,1549,8,52.99517972070,28.73035205430
9,261,15,7,1458,139,10,5,0,0,8,1393,2,53.89615318070,28.41427275910
7,303,1622,3,201,37,9,5,0,0,25,1281,1,53.47955094750,28.70060223430
7,288,89,4,1482,164,11,5,0,0,9,1243,2,53.45473934070,28.47318325870
7,279,1172,2,684,210,11,5,0,0,22,1557,3,53.56585972100,28.41985481240
7,269,272,4,60,168,11,5,0,0,6,1468,5,53.70847184230,28.35952166540
4,330,494,3,1437,254,15,4,0,0,12,1666,2,52.86921433700,28.75398085220
9,310,715,3,684,131,9,6,0,0,11,875,1,53.12075005210,28.57222859960
7,287,4356,2,1548,219,10,5,0,0,43,1926,3,53.68459324550,28.71834659780
7,290,7596,4,737,216,13,5,0,0,15,1414,3,53.46048250930,28.50066099090
7,320,406,4,792,152,9,5,0,0,6,1008,9,53.05053002070,28.66153778010
7,270,1032,3,566,16,10,5,0,0,15,1515,10,53.75247061450,28.44996910960
9,337,4468,3,1209,113,13,5,0,0,19,1174,9,53.07357672930,28.81330905670
7,312,608,4,30,175,12,5,0,0,6,1070,3,53.23775062290,28.64959083410
9,288,123,5,1983,251,14,5,0,0,2,1164,12,53.40429560650,28.43377452420
4,335,307,3,318,188,13,4,0,0,14,2002,8,52.87473513490,28.79598382170
9,299,4359,2,216,202,10,5,0,2,33,1286,3,53.31214460150,28.53461590530
9,302,747,5,150,230,10,6,0,0,3,923,1,53.22211252770,28.52468254430
7,282,49,5,690,30,10,5,0,0,1,1054,1,53.66491915120,28.59489828140
9,271,554,5,1572,337,10,5,0,0,6,1139,1,53.64214979120,28.34539109500
7,310,6992,4,1697,177,15,4,1,0,23,1337,13,53.30085183220,28.65397447320
7,334,603,2,1251,358,11,4,-1,0,9,1516,2,52.84753675530,28.79073420880
4,333,3569,3,201,247,11,4,0,0,24,2249,8,52.91427026370,28.77413292960
9,292,0,5,150,315,12,5,0,0,1,1098,10,53.38365982180,28.47351828010
