Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology,Longitude,Latitude
9,289,3252,4,1083,115,10,5,0,0,11,1140,10,53.36242290430,28.42706644420
9,261,962,3,1103,169,9,5,0,0,17,1466,10,53.89516473270,28.41767634120
4,327,704,4,2220,48,13,4,0,0,20,2128,5,52.80693494640,28.73093911510
7,292,48,6,120,354,18,5,0,0,2,995,1,53.52311809510,28.59707456590
7,275,275,4,1914,352,13,4,0,0,14,2300,3,53.66588628110,28.45265578520
9,309,122890,4,771,187,10,5,0,1,41,1133,3,53.20436873960,28.59057686620
7,263,318,4,150,215,13,4,0,0,7,1923,6,53.83251186900,28.36832065660
9,330,1293,2,550,61,8,5,0,0,26,1174,1,53.08118517090,28.74844759500
7,327,3839,4,1120,116,14,5,0,0,17,1385,1,52.88582924640,28.71909056310
9,276,238,4,42,225,10,5,0,0,5,1086,1,53.73317055250,28.57070147550
7,285,266,4,296,258,5,2,0,0,2,1056,1,53.53568240700,28.49865368720
7,270,193,4,2500,208,9,4,0,0,8,1470,12,53.78323166420,28.50749513370
7,291,488,4,150,45,8,6,0,0,10,1008,9,53.52936391590,28.58712906200
7,283,151,4,228,281,4,2,0,0,2,1040,1,53.59100594370,28.53702648450
9,333,1918,4,563,206,10,2,0,0,3,1010,9,53.10393598330,28.78226771540
7,280,1372,3,1740,128,10,5,0,0,25,1455,10,53.53049549020,28.40767879330
9,313,1742,4,833,163,8,4,0,0,14,1604,11,53.25563971360,28.66463934080
9,314,1632,4,30,81,14,4,0,0,6,1452,3,53.48017805130,28.83340192910
7,261,642,5,268,280,10,5,0,0,4,1356,12,53.93482657180,28.50174740770
7,339,434,5,241,254,11,5,0,0,3,1205,9,53.02133920170,28.83713969680
9,256,1895,3,1348,152,9,5,0,0,15,1326,3,53.97890323320,28.36921043050
9,301,197,5,953,100,11,5,0,0,6,1035,2,53.26717157150,28.53633998380
9,273,397,3,1250,227,9,5,0,-1,8,1077,1,53.59947923860,28.34786705490
7,264,1043,3,1247,247,9,5,0,0,9,1637,12,53.84917426570,28.43756937970
9,318,85,5,1020,34,9,5,0,0,3,937,10,53.17510917160,28.67510085660
7,313,470,3,641,259,10,5,0,0,7,945,12,53.20588625410,28.64392761150
7,264,21,7,1233,135,9,5,0,0,0,1604,9,53.83875355310,28.40334063380
7,280,258,3,150,54,36,3,0,0,11,1096,1,53.61443233740,28.49483314450
9,275,279,4,1760,186,12,4,-1,0,23,1347,3,53.51030871140,28.30642046630
7,312,413,3,706,28,15,4,0,0,14,1819,3,53.38087344570,28.72136864760
9,272,202,4,150,67,11,5,1,0,4,1058,10,53.61641790970,28.34198296840
7,289,1395,3,169,38,12,4,0,-1,18,1329,3,53.47924045860,28.50550846270
7,265,1843,4,1789,73,10,5,0,0,8,1580,12,53.84066331150,28.43720086460
7,306,1054,3,391,46,8,5,0,0,16,1551,5,53.56455463400,28.82869294970
7,291,1380,3,1040,358,13,5,0,0,27,1074,2,53.32700452710,28.42804261180
7,260,5224,4,108,310,12,4,0,0,16,1540,9,53.96036714930,28.48722638700
7,337,302,3,342,319,14,5,1,0,8,1232,9,53.01445468970,28.81796190250
7,297,41,6,174,198,13,6,0,0,0,1012,10,53.30034784150,28.49811299360
4,274,3265,3,1448,342,18,4,0,0,34,2236,5,53.66609292370,28.42962005130
9,272,1003,4,1008,209,10,5,0,0,7,1231,12,53.64195404510,28.35330898940
9,299,2276,3,1075,58,13,4,0,0,19,1304,3,53.48841769280,28.65788983120
7,327,177,5,408,346,11,5,0,0,7,1104,1,53.15657427930,28.74199384150
7,281,475,4,402,322,9,5,0,0,7,1122,9,53.62786700380,28.52842070070
9,283,59,5,2296,45,6,2,0,0,0,1061,1,53.64063827130,28.58105590320
7,281,114,5,488,55,23,3,0,0,3,1067,1,53.60105362670,28.50083617890
7,312,958,4,108,310,15,4,0,0,8,2231,3,53.36074970390,28.70397318240
7,303,1166,4,0,77,14,5,0,0,13,1096,3,53.31832854310,28.58710221320
9,307,50,5,674,176,13,5,0,0,3,1309,1,53.52915632930,28.80160569310
7,285,163,4,67,45,22,3,0,0,0,1076,1,53.51613059040,28.48430976310
7,260,10329,4,630,3,7,2,0,0,8,1320,2,53.90863339650,28.37742997030
7,332,50,5,403,18,8,5,0,0,3,1455,2,52.87066319800,28.76836677480
9,281,18,6,912,315,10,5,0,0,3,1060,1,53.68244853420,28.60675836240
7,269,771,3,563,199,10,5,0,0,6,1500,1,53.77278062160,28.44681802310
7,325,47,6,465,198,24,3,0,0,0,1154,1,52.96533364080,28.69683271440
7,280,11277,4,1106,317,13,4,0,0,9,1781,3,53.55620135140,28.43660053260
9,299,93,5,882,167,9,5,0,0,4,1087,9,53.54731240530,28.72005105380
7,305,235,4,30,296,18,5,0,0,2,931,1,53.31609178590,28.61182136440
7,281,7535,4,560,352,18,4,2,0,21,1338,3,53.54320842890,28.43835169260
9,296,4103,4,755,218,9,5,0,0,3,1096,2,53.35308615620,28.51479410120
7,271,88,5,1075,303,11,4,1,0,24,1968,4,53.72176946370,28.42984182240
7,294,45,5,469,90,18,3,0,0,5,993,9,53.48161041870,28.58994601360
7,276,116,5,84,14,11,5,0,0,1,1189,1,53.68070800570,28.49178323650
7,309,657,3,1862,37,14,4,-1,1,20,1632,3,53.22666524600,28.60842024660
6,272,322,4,2478,268,10,5,0,0,10,1365,2,53.80240315560,28.59969552350
7,314,79423,5,390,150,12,5,0,-1,10,1850,5,53.51832397350,28.88597942530
7,256,47,5,0,108,5,5,0,0,2,1262,12,53.97701854110,28.41012016010
9,261,125,5,313,309,10,5,0,0,3,1349,12,53.94735789680,28.51144311090
7,287,205,4,429,60,7,6,0,0,4,1022,1,53.58666704970,28.59394890860
7,325,1075,3,483,356,9,5,0,0,14,1280,1,52.94108864960,28.70097939120
7,301,2189,3,174,127,12,5,0,0,26,1345,3,53.33119169340,28.58245023320
7,315,613,4,1055,39,8,5,0,0,9,1116,2,53.08044001510,28.61983157680
7,266,3145,4,2881,204,13,5,0,0,12,2139,5,53.76202870950,28.36743650210
9,300,400,2,906,124,10,5,0,0,26,1432,3,53.45508857870,28.64814631520
9,293,1582,3,210,265,8,2,0,0,14,995,2,53.32553380420,28.45189173810
7,306,519,4,792,3,12,5,0,0,8,931,12,53.20841884270,28.56127239170
7,317,503,3,445,226,9,2,0,0,16,936,9,53.12500747080,28.64794442400
7,275,1238,3,618,158,10,4,0,0,13,2132,6,53.66087608260,28.43682985550
7,322,1641,3,2026,55,10,5,0,0,10,1084,1,53.03718564440,28.67667269690
7,284,629,4,2490,39,8,2,0,0,3,1041,1,53.59894797290,28.55686717060
7,312,1662,3,1223,45,8,5,0,0,21,2089,5,53.52727969900,28.88086347800
7,271,0,6,362,315,10,5,0,0,0,1510,1,53.66658031100,28.36281228610
7,326,787,4,630,50,14,4,0,0,9,1474,1,52.88753460690,28.70874919250
7,263,21047,3,1890,8,9,4,1,0,41,1815,3,53.85111718150,28.38230848300
7,278,1152,2,630,254,10,4,-1,0,25,1623,10,53.57572154570,28.40928368520
7,320,9772,3,150,23,15,4,0,0,46,2056,3,53.21043253530,28.70914042220
9,270,1565,4,1025,292,8,5,0,0,6,1539,5,53.69770566940,28.37157253210
7,317,11480,5,426,192,14,5,0,0,4,956,1,53.19206442510,28.67384057280
7,284,54,5,296,18,8,2,0,0,2,1042,1,53.56765816990,28.50560182050
7,313,92,5,212,240,10,5,0,0,2,1263,1,53.45744341120,28.79550686850
7,332,1313,3,1794,84,17,4,0,0,11,2188,8,52.98904098440,28.76181981010
7,288,41,5,576,14,18,6,0,0,1,1019,1,53.55735574370,28.57668240570
7,334,173,5,150,0,13,3,0,0,2,1132,9,53.05512997520,28.78166612680
4,309,622,4,939,308,18,4,0,0,5,1942,3,53.39773564260,28.69838388510
7,259,376,4,510,249,10,4,0,0,12,1459,1,53.95925610530,28.45370304610
9,293,165,4,108,251,10,5,0,0,4,1160,9,53.62055816290,28.71972505740
9,327,511,3,424,132,7,5,0,0,9,1364,8,53.00521201520,28.72293833630
7,319,125,4,579,104,11,5,0,0,3,952,1,53.10508741030,28.66279619150
9,305,839,2,1451,95,12,4,0,0,7,1353,3,53.38740999310,28.64411529980
4,267,9029,2,700,168,13,5,0,0,34,2151,4,53.78040204330,28.40360337930
9,312,4362,3,1739,145,6,5,0,0,23,1811,5,53.52993515470,28.87068221280
7,269,662,3,618,358,9,5,0,0,9,1463,10,53.69132236770,28.34211888430
7,280,397,3,778,43,23,5,0,0,11,1139,1,53.62378712390,28.49216215120
4,330,2815,3,853,32,14,4,0,0,31,2567,8,52.77776893590,28.76377227080
7,270,412,4,1188,13,12,4,0,0,12,1930,5,53.72500658020,28.40860627020
4,274,11239,4,1173,334,12,4,0,-1,23,2473,3,53.68662136100,28.44162850140
9,256,1677,3,579,2,11,4,0,0,20,1552,9,54.00293749210,28.45686664030
7,292,0,9,295,164,7,5,0,0,2,1095,10,53.37447525200,28.47068834470
7,290,333,4,1548,225,9,5,0,0,11,1197,2,53.43582411650,28.48485632460
7,257,973,3,330,2,11,5,1,0,18,1324,10,53.95656097400,28.40868550540
7,278,2381,4,150,208,10,5,0,0,15,1721,6,53.60696462870,28.44629020900
9,256,117,4,785,154,13,5,0,0,8,1251,3,53.99386067930,28.41430207160
9,307,143,4,1688,66,9,5,0,0,3,1265,9,53.47752440690,28.74264880130
7,305,10770,5,3194,78,13,4,0,0,9,1804,3,53.41228300490,28.66527176190
7,279,638,3,859,315,11,4,0,0,6,1518,10,53.56210764320,28.41830746180
9,258,1381,3,218,206,9,5,0,0,16,1300,3,53.94343067940,28.37690259450
7,259,810,3,84,161,5,5,0,0,6,1240,2,53.93138694690,28.38034358580
7,294,493,3,1233,354,12,5,0,0,4,1071,1,53.45923358030,28.57232960400
7,326,930,4,1008,120,9,5,0,0,9,1176,2,53.04700648270,28.71819397020
4,267,6707,2,722,217,10,4,0,0,50,2182,3,53.77554941280,28.40783121180
4,325,15,7,563,126,4,5,0,0,4,1185,1,52.95429537020,28.70021890900
9,310,111,6,0,149,12,5,0,0,1,1324,1,53.49550876720,28.80751112690
7,324,331,5,551,207,10,5,0,0,4,1118,1,53.05780282770,28.70752674630
7,269,1617,2,865,47,10,4,0,0,28,2021,3,53.75805783410,28.42522409670
9,261,1902,3,400,72,12,5,0,0,21,1540,4,53.86928657990,28.36092266330
7,330,5058,4,997,240,16,4,0,0,35,1549,2,52.88645399050,28.75090931120
7,322,427,3,120,243,11,4,0,1,18,2130,3,53.21020407590,28.72628197270
9,274,2691,4,3771,19,9,5,0,0,6,1229,12,53.73298043700,28.53615104170
7,310,617,4,1465,72,13,4,0,0,14,2172,3,53.36352025390,28.68635412120
7,297,0,9,67,-1,15,3,0,0,0,1057,2,53.53802545350,28.68946170140
9,300,18529,4,150,143,12,5,0,1,20,1207,3,53.46452793850,28.64583714960
7,299,1253,3,845,151,10,5,0,0,24,1952,3,53.34992346720,28.54931164320
7,268,4772,3,1422,247,10,5,0,1,21,1704,12,53.78837417990,28.44541364070
9,262,3228,4,90,29,7,5,0,0,3,1434,2,53.87476258740,28.38564928000
4,273,1131,4,1015,100,12,5,1,0,11,2253,5,53.67578198850,28.42425484870
9,276,4082,2,725,183,9,5,0,0,23,1196,12,53.58038808820,28.38425074300
7,290,63,5,270,165,16,5,0,0,1,1006,1,53.52128356300,28.56966358040
7,317,9289,4,268,299,14,4,0,0,12,1694,8,53.00382354890,28.62821402880
4,264,399,3,603,55,16,4,0,0,19,2036,5,53.82434210120,28.36777894180
7,266,11712,3,954,14,12,4,0,0,29,2102,3,53.79532870180,28.40500368000
7,311,6912,2,4124,310,9,4,0,0,53,2078,3,53.32328124230,28.66646691700
9,296,3115,3,301,11,16,5,0,0,19,1267,3,53.37851715030,28.52904683630
7,268,733,2,778,337,12,4,0,0,13,2163,5,53.75229409280,28.40088328530
7,319,2935,4,510,355,14,5,0,0,18,1054,10,53.03257278830,28.65132010030
7,308,393,4,94,209,16,1,0,0,7,912,1,53.26030576680,28.61782916970
9,277,108,4,771,144,10,5,0,0,4,1104,12,53.56125343390,28.37957459140
9,325,2077,4,1166,284,7,2,0,0,10,967,9,53.13434643160,28.72922881140
7,333,241,3,510,192,10,5,-1,0,12,1273,10,53.04616998600,28.77995032940
7,335,743,3,308,167,12,5,0,0,15,2446,8,52.90451468450,28.78751490950
7,266,707,4,483,39,14,4,0,0,10,1540,10,53.80413965150,28.41915172200
9,282,327,5,3492,334,7,5,0,0,8,1110,1,53.64447298210,28.56918021610
9,327,291,2,1421,220,10,5,-1,1,13,1464,8,52.99521365370,28.72556866790
7,276,2222,4,2390,329,10,5,0,1,20,1288,9,53.69983621160,28.53656244290
7,279,116,4,0,94,12,5,0,0,3,1134,1,53.63568091630,28.49367078210
7,267,1879,3,5164,293,11,4,0,0,19,1695,12,53.80889074320,28.47570933890
7,267,1053,3,1911,207,11,5,0,0,7,1631,12,53.82954417730,28.49874805150
7,311,124,5,384,71,10,6,0,0,3,884,12,53.09256846140,28.58006704790
7,300,152,5,276,230,20,3,0,0,3,1093,2,53.51752310940,28.70172246360
6,310,30,6,270,167,-26,1,0,0,3,829,1,53.13215630430,28.58299252890
9,282,260,5,3450,10,-3,5,0,0,4,1083,9,53.63794262320,28.55788857130
7,286,24,6,349,0,5,2,0,0,1,1046,1,53.53791789350,28.51021226050
9,282,80,4,3859,210,-4,5,0,0,4,1081,9,53.63324971540,28.56151421220
7,263,722,4,1060,200,9,5,0,0,10,1548,12,53.87091535260,28.44816224210
7,302,666,2,1606,220,11,5,-1,1,29,1143,12,53.23725595580,28.53427948860
6,310,204,5,150,258,-25,1,0,0,1,829,1,53.15292410500,28.58625668870
7,309,644,3,724,79,14,4,0,0,24,1862,3,53.39895420800,28.70269589380
9,286,1607,2,234,189,9,5,0,0,22,1360,2,53.68778767290,28.69174832890
7,327,1380,4,1415,139,14,5,0,0,12,1409,1,52.88290916940,28.71730009700
7,315,0,8,466,225,9,5,0,0,1,1243,1,53.44330847320,28.79756989830
7,269,609,3,182,131,12,5,0,0,11,1644,5,53.72035293540,28.37446793780
7,265,1309,3,2906,67,11,5,0,0,16,1752,12,53.82992523610,28.44202747930
9,258,440,4,1234,229,11,5,0,0,4,1305,2,53.93585858120,28.39029797250
9,311,15553,4,1659,199,11,5,0,0,34,1158,3,53.16857240130,28.60317974440
7,285,33,5,720,135,26,3,0,0,1,1037,1,53.61660716170,28.59459857610
9,293,568,3,882,152,10,5,0,0,16,1324,3,53.45290853290,28.55467067490
7,266,109,5,94,292,6,4,0,0,6,1589,10,53.81302536830,28.40368525380
7,264,583,4,90,17,10,4,0,-1,18,1783,3,53.83236221390,28.38116367830
7,307,1596,2,845,147,12,5,0,0,31,1564,3,53.42544419230,28.70582221500
7,300,17852,4,630,281,14,5,0,0,6,1308,3,53.31068539420,28.55631259050
9,268,1843,3,660,31,9,5,0,1,11,1193,9,53.84319469160,28.55395689930
9,292,86,6,469,336,12,5,0,0,1,1097,10,53.37912610790,28.46915437950
7,291,86,5,1149,153,10,2,0,0,1,1032,1,53.59807220060,28.65689736290
7,314,0,7,721,45,13,4,0,0,0,1295,2,53.38899060760,28.74374602130
7,277,54,5,150,96,37,3,0,0,2,1175,1,53.67414572110,28.51901065950
7,315,51,6,849,26,11,5,0,0,1,1251,1,53.38829336340,28.75619475400
9,308,183,4,1355,168,7,5,0,0,8,1251,9,53.48053214360,28.75558694460
9,310,627,5,642,102,8,5,0,0,3,1284,12,53.47638662010,28.77953561180
7,266,224,6,764,173,11,5,0,0,4,1557,1,53.80523552310,28.42220114770
7,330,4874,3,2694,221,12,4,0,0,37,1759,8,52.94311213970,28.74898220510
7,277,3288,3,1862,20,18,4,0,-1,16,1602,3,53.65039075050,28.47408165070
7,279,53424,4,618,210,13,5,0,0,23,1805,4,53.59679415200,28.44992012850
7,326,13024,3,1548,319,20,4,0,0,31,1717,8,52.86952513090,28.70900597900
9,266,93,4,152,166,7,5,0,0,10,1224,9,53.86762546160,28.52966578920
7,340,2167,2,150,63,14,4,1,0,30,1353,9,52.99713206400,28.84482871350
4,335,1103,4,1394,56,16,4,-1,0,17,2711,8,52.94268047110,28.79166214760
7,304,11517,4,2429,279,14,4,0,0,7,1478,3,53.26817246050,28.57791388130
7,296,250,3,658,127,11,5,0,0,7,997,9,53.45111976050,28.58615346770
9,268,313,5,362,236,9,5,0,0,5,1182,9,53.83879719640,28.54233278900
9,298,1217,4,835,343,12,5,0,0,7,1035,2,53.22564219370,28.48437947940
7,269,572,4,502,101,10,5,0,0,2,1447,1,53.70463066330,28.35562463460
7,274,3605,4,390,235,8,5,0,0,13,1735,6,53.63493172050,28.39740587910
9,294,147,6,308,347,8,5,0,0,3,1097,9,53.60453366280,28.71391954600
7,322,2680,3,228,8,17,4,0,0,22,1441,2,52.94693848690,28.66867167070
7,328,219,4,228,264,13,3,0,0,10,1057,2,53.15529037250,28.75951249940
9,323,611,3,1459,125,11,5,0,0,14,1075,9,53.09599588940,28.69714518020
7,288,5611,4,1171,225,10,5,0,0,9,1255,1,53.45530003850,28.47618254190
4,265,140,4,2171,351,8,5,0,0,17,2574,5,53.78257089280,28.37252010290
7,306,12481,4,726,284,16,4,0,0,26,1267,3,53.24518706020,28.57778689360
9,273,15,6,268,165,9,5,0,0,6,1099,1,53.62081770160,28.35196835980
9,282,1200,3,816,251,8,5,0,0,18,1199,9,53.71342455380,28.65380929040
7,257,2667,3,1494,47,12,4,0,0,29,1521,3,53.94306159110,28.35799399490
7,271,12867,4,323,202,13,4,0,0,4,1776,6,53.71017336930,28.42350823860
9,298,154,5,108,171,12,5,0,0,3,1066,1,53.53644856350,28.70101534790
7,265,553,3,3612,189,9,5,0,0,15,1723,12,53.84041016070,28.45818528750
9,274,193,5,874,188,10,6,0,0,5,921,9,53.55970291230,28.32339583520
9,288,90,4,453,92,8,2,0,0,5,1045,1,53.63322541820,28.65650958540
9,313,129,5,782,143,10,5,0,0,2,1309,1,53.47044374700,28.80722240020
7,310,2987,3,120,87,14,4,0,0,34,1541,3,53.39977954480,28.71996902440
7,284,21,6,108,15,8,2,0,0,3,1040,1,53.58769801180,28.53540774310
7,311,2711,3,2853,176,13,5,0,0,35,2546,3,53.33655553300,28.67617530540
7,321,4492,4,990,158,13,5,0,0,24,2125,8,52.92040640860,28.65474891260
7,274,12360,3,849,193,10,5,-1,0,36,2241,4,53.67635303060,28.43732941490
9,301,2884,4,1230,189,12,5,0,0,5,1217,9,53.54735788290,28.74911745750
7,283,732,4,1442,161,10,5,0,0,4,1314,1,53.49644541470,28.42673652910
7,283,3554,4,2096,202,11,5,0,0,7,1330,10,53.49303374300,28.42007439380
7,305,397,4,1235,24,12,4,0,0,8,1819,3,53.42856862310,28.67753229100
7,270,15742,4,2001,70,10,5,0,0,6,1519,12,53.76048931470,28.48930570810
9,290,798,4,371,19,9,6,1,0,8,931,2,53.33947081350,28.42258840850
7,276,950,5,390,298,13,5,0,0,3,1087,1,53.73764385290,28.58522423340
7,273,770,5,42,74,13,5,0,0,2,1617,4,53.63743598990,28.38376480850
9,289,361,3,108,309,8,5,0,0,10,1121,1,53.63588420550,28.67971206080
0,0,0,0,0,0,0,0,0,0,0,0,0,53.78216541210,28.36471307900
7,322,1462,3,150,252,10,4,0,0,18,1339,3,53.18247149030,28.71259071790
9,312,6710,3,30,294,14,5,0,0,16,1100,3,53.23806347880,28.64914773210
9,259,2480,3,1050,177,10,4,0,0,15,1658,1,53.95125331330,28.46855495680
7,264,3234,3,807,21,18,4,0,0,21,1647,1,53.83904679580,28.38725264480
7,279,368,3,607,78,8,5,0,0,10,1114,1,53.72823984900,28.62574522000
7,280,123,5,60,315,47,3,0,0,0,1092,1,53.61645217080,28.49414517230
7,306,377,4,161,344,14,5,0,0,9,927,10,53.20975245090,28.56824667090
7,337,1156,3,254,68,11,5,0,0,7,1199,9,53.02040054630,28.82088802430
7,317,727,2,362,336,11,4,-1,1,27,1445,8,53.03371895290,28.62750727340
7,325,842,3,1852,315,14,3,0,0,12,1211,2,53.08226438520,28.71774562470
9,275,153,5,468,206,15,5,0,0,1,1094,1,53.74966795850,28.57535826870
9,337,721,3,713,245,16,5,0,0,14,1181,9,53.07809951810,28.81691094490
7,274,10787,3,720,5,11,5,0,0,28,1179,3,53.54332824800,28.30930406540
9,301,5348,3,1922,52,15,5,0,0,22,1088,2,53.17942028870,28.49830494220
7,332,569,4,60,83,45,3,0,0,6,1380,2,52.84355291030,28.77357835240
9,283,42,5,442,116,14,5,0,0,1,1052,1,53.67242542550,28.61863742700
9,299,85,5,502,140,8,5,0,0,3,1151,9,53.56272839310,28.73712008820
9,315,527,3,924,132,8,6,0,0,8,931,9,53.12349408080,28.63327114090
7,269,2402,3,108,291,16,4,0,0,18,1621,4,53.74958920800,28.42076698910
7,277,64,5,381,0,12,5,0,0,0,1181,1,53.67488676010,28.49190668430
7,273,14953,4,2694,258,12,4,0,0,16,2093,14,53.66772156420,28.40117999040
7,317,114,4,450,101,10,6,0,0,8,935,9,53.11291343490,28.64390019510
7,290,17,6,1682,125,52,3,0,0,2,1027,1,53.59131390740,28.64376178500
9,332,1321,2,466,257,12,5,-1,1,17,1245,3,53.16073271240,28.78467836960
4,271,22530,4,845,14,13,5,0,0,23,1186,9,53.60968901960,28.30034835030
4,328,909,3,961,42,13,5,0,0,21,2590,5,52.76624515320,28.74540224550
4,334,1499,3,254,230,10,4,0,0,15,2468,8,52.90970448840,28.78478461560
9,280,2496,3,390,230,10,5,0,0,25,1335,12,53.52037559100,28.39618091630
7,327,390,4,403,12,9,5,0,0,5,1081,1,53.15403488240,28.74946300940
9,283,15,6,523,243,10,5,0,0,1,1123,1,53.69045080290,28.65608383510
7,304,60,5,90,291,50,3,0,0,2,967,1,53.36088466880,28.61639222290
7,285,18,6,763,108,6,2,0,0,0,1045,1,53.55158681470,28.50213313660
7,293,575,4,1502,60,17,5,0,0,6,1048,2,53.30949354490,28.44269040980
9,297,3409,4,991,11,13,5,0,0,14,1076,3,53.51461181390,28.65853916390
7,297,28899,4,573,4,13,4,0,0,33,1758,3,53.38398579440,28.54791133540
9,273,3089,4,1416,259,9,5,0,0,15,1203,2,53.79464731950,28.59308048030
7,295,2740,4,212,144,11,5,0,0,6,1241,3,53.43566148620,28.55444830930
7,326,709,3,1056,276,16,4,0,0,9,1392,1,52.92076023140,28.70188561880
7,271,79,5,228,116,9,5,0,0,5,1139,1,53.79091363120,28.55218393410
9,304,2401,4,792,181,7,5,0,0,23,1213,9,53.48911380080,28.72461123340
9,305,649,5,778,209,10,5,0,0,3,1222,9,53.51392284180,28.75126552350
7,277,1143,3,1717,50,12,4,0,0,22,1635,3,53.64881884990,28.47553564580
7,264,2061,2,390,76,8,4,0,0,25,1931,3,53.82724747740,28.38268157690
9,323,325,4,1020,18,16,3,0,0,0,964,9,53.12238511330,28.70183873140
7,290,724,4,952,113,12,4,0,0,1,1421,3,53.46868761190,28.51599981040
4,318,0,7,666,218,14,4,0,0,3,1880,13,52.97818498520,28.62897575170
7,275,360,5,1176,328,7,5,0,0,7,1246,1,53.69559137040,28.49013158270
7,284,0,4,510,250,6,5,1,0,16,1031,1,53.63463432100,28.59689518070
7,314,612,2,816,136,15,5,0,0,25,1739,5,53.25167502340,28.68010328880
9,283,3873,4,810,259,9,5,0,0,14,1707,3,53.71108766460,28.68442451080
7,316,2976,5,766,322,12,5,0,0,2,897,9,53.18294940730,28.66143417800
7,261,135,4,30,130,7,5,0,0,4,1329,2,53.89128069370,28.38345194840
7,263,1847,3,967,9,15,4,0,-1,18,1609,10,53.86101867270,28.38711795110
7,313,4314,3,536,15,18,3,0,0,15,891,1,53.17768435320,28.63260894420
7,321,3121,3,1020,32,15,4,0,0,25,1609,2,52.95323159010,28.66152415400
9,302,161,5,480,159,7,5,0,0,4,1196,9,53.52814499030,28.74470676130
7,315,1030,3,1080,291,14,4,3,0,23,1630,5,53.23637762510,28.67685704600
7,287,264,5,134,30,19,3,0,0,2,1028,1,53.53310406890,28.54207860450
9,289,4110,5,0,131,8,5,0,0,5,1143,1,53.64538989700,28.68665378970
7,256,197,4,1891,275,9,5,0,0,12,1683,3,53.98612791490,28.38282641940
7,275,130,3,1318,210,11,5,0,0,7,1356,3,53.52663003990,28.30693142590
9,270,5226,3,1953,184,10,5,0,0,16,1287,12,53.65915500940,28.34680231060
9,267,781,5,300,258,7,5,0,0,2,1194,9,53.84329784550,28.53361269780
7,273,120,4,2817,3,9,5,0,0,11,1282,12,53.74996795260,28.52745281040
9,299,40,6,509,90,8,5,0,0,2,1082,1,53.53238394080,28.71115978190
7,311,165,5,474,355,8,5,0,0,3,1249,9,53.43292608340,28.73913226080
7,330,640,4,67,85,31,5,0,0,6,1345,2,52.85195727260,28.75162490790
7,280,220,5,1571,175,10,5,0,0,3,1102,1,53.64332070930,28.54052044060
7,311,12829,4,3033,239,15,4,1,0,31,1568,13,53.31143668100,28.66474713000
7,327,5667,4,94,287,5,2,0,0,13,1573,13,52.84604044310,28.71572519340
9,273,109,5,636,194,11,5,0,0,1,1161,12,53.61719554020,28.35639785510
7,286,0,8,2010,180,11,5,0,0,2,1211,1,53.45359331110,28.43903744130
9,307,2552,2,2413,219,11,5,-1,1,41,1504,3,53.34956122690,28.64190279320
7,270,638,3,2077,133,10,5,0,0,12,2140,5,53.71387070330,28.40101542060
7,304,2444,2,1576,355,17,4,0,0,30,1322,3,53.26052734630,28.56577258060
7,258,3369,3,1146,19,12,4,0,0,21,1443,2,53.93705749660,28.40381979620
7,306,173,6,0,21,11,5,0,0,2,1209,2,53.45356211690,28.71638861690
7,291,1733,3,859,30,10,5,0,0,15,1064,10,53.48973115540,28.56200253180
7,287,155,4,1734,41,21,3,0,0,5,1047,2,53.53137160800,28.52116402530
9,300,5518,3,907,175,8,5,0,2,39,1232,3,53.42744970050,28.62531980220
7,283,90,4,636,101,14,5,0,0,6,1045,1,53.58774652250,28.50998283270
9,265,1077,4,593,10,8,4,0,0,8,1303,12,53.88558909430,28.50820461420
4,273,7052,4,268,12,16,4,0,0,6,1929,6,53.68858722700,28.42763621930
7,326,4243,4,1783,33,15,4,-1,0,23,2085,5,52.82680566740,28.71199113820
9,329,4932,4,390,45,13,5,0,0,14,990,1,53.10564554050,28.75052292090
7,311,542,3,968,202,12,5,0,0,15,1239,2,53.23804765110,28.63450073220
7,329,553,5,150,321,12,5,0,0,12,1105,3,53.16417524900,28.76321372630
7,334,1811,4,740,350,11,5,0,0,7,1151,9,53.04357592850,28.78965220860
7,276,1097,3,1015,222,12,4,0,0,19,1961,5,53.61248389060,28.41740735310
9,264,61,4,0,276,7,5,0,0,11,1288,12,53.89023622520,28.51160890790
7,273,1983,2,465,183,10,5,0,-1,27,1571,10,53.63277849540,28.38061004030
7,279,7126,3,60,307,10,5,0,0,42,1227,1,53.63203124080,28.48629868200
7,262,75,6,60,191,15,3,0,0,2,1430,12,53.89683513100,28.44870743130
7,268,166,5,3125,186,8,5,0,0,6,1501,12,53.80287098890,28.50209292870
9,297,341,3,349,28,10,5,0,0,10,1151,9,53.56819543670,28.72378799580
7,275,135,3,1944,131,11,5,0,0,17,1295,9,53.70752319630,28.52647375850
7,311,8359,3,201,195,12,5,0,-1,36,955,12,53.22732008460,28.62819941070
9,261,187,3,722,131,8,5,0,0,5,1477,1,53.91386619530,28.46383148410
7,317,163,5,566,45,11,5,0,0,4,1086,10,53.05173885760,28.63389509660
7,280,1206,3,1221,203,14,4,1,-1,23,1446,10,53.54632960740,28.41647583150
7,325,2336,3,192,216,11,5,0,0,18,1165,9,52.97208658020,28.70105833530
7,328,2988,3,1047,170,16,5,-1,0,23,1641,8,52.82979491900,28.73646589440
